#Digilent WaveForms Oscilloscope Acquisition,,,,,,,,
#Device Name: Discovery2,,,,,,,,
#Serial Number: SN:210321AE0290,,,,,,,,
#Date Time: 2024-09-22 20:45:31.093,,,,,,,,
#Sample rate: 800000Hz,,,,,,,,
#Samples: 8192,,,,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,,,,,,
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average,,,,,,,,
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average,,,,,,,,
#Wavegen Channel 1: Running,,,,,,,,
#Mode: Custom,,,,,,,,
#Type: Custom1,,,,,,,,
#Frequency: 200 Hz,,,,,,,,
#Period: 5 ms,,,,,,,,
#Amplitude: 1 V,,,,,,,,
#Offset: 0 V,,,,,,,,
#Phase: 0 °,,,,,,,,
,,,,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,,,Average Noise%Err,
-0.004310833,0.7016845287694556,0.002089643,,0.761764498,7.886947879,,,
-0.004309583,0.7026935500149277,0.00074991,,0.762781204,7.877442948,,,
-0.004308333,0.7037025712603989,0.00074991,,0.763796029,7.867736296,,,
-0.004307083,0.7043752520907136,0.00074991,,0.764808968,7.901805403,,,
-0.004305833,0.7050479329210277,8.004420291442271e-05,,0.765820021,7.935557526,,,
-0.004304583,0.7060569541664994,0.001419777,,0.766829184,7.925132676,,,
-0.004303333,0.707065975,0.001084844,,0.767836456,7.914508315,,,
-0.004302083,0.7077386562422855,0.00175471,,0.768841832,7.947431225,,,
-0.004300833,0.7087476774877567,0.001419777,,0.769845312,7.93635204,,,
-0.004299583,0.7094203583180715,0.001084844,,0.770846892,7.968707394,,,
-0.004298333,0.7104293795635436,0.00074991,,0.77184657,7.957176001,,,
-0.004297083,0.7114384008090148,0.001084844,,0.772844343,7.945447598,,,
-0.004295833,0.7124474220544864,0.001419777,,0.77384021,7.933522567,,,
-0.004294583,0.7134564432999581,0.001084844,,0.774834167,7.921401287,,,
-0.004293333,0.7137927837151152,0.000414977,,0.775826212,7.995789224,,,
-0.004292083,0.7144654645454294,0.00074991,,0.776816344,8.026463337,,,
-0.004290833,0.7154744857909013,0.001419777,,0.777804558,8.013590504,,,
-0.004289583,0.7168198474515295,0.00175471,,0.778790853,7.957336114,,,
-0.004288333,0.7181652091121591,0.001084844,,0.779775227,7.900997072,,,
-0.004287083,0.7185015495273166,0.001084844,,0.780757677,7.973809156,,,
-0.004285833,0.7191742303576307,0.001419777,,0.7817382,8.003186939,,,
-0.004284583,0.7201832516031024,0.00074991,,0.782716794,7.989293585,,,
-0.004283333,0.7205195920182595,0.00074991,,0.783693457,8.061042837,,,
-0.004282083,0.7215286132637312,0.00074991,,0.784668187,8.046659026,,,
-0.004280833,0.7218649536788883,0.00074991,,0.78564098,8.117706178,,,
-0.004279583,0.7232103153395173,0.001419777,,0.786611835,8.060076994,,,
-0.004278333,0.723882996,0.001084844,,0.787580749,8.087774205,,,
-0.004277083,0.7245556770001461,0.001084844,,0.788547719,8.115176913,,,
-0.004275833,0.7255646982456181,0.001419777,,0.789512744,8.099685113,,,
-0.004274583,0.7262373790759322,0.001419777,,0.790475821,8.126553731,,,
-0.004273333,0.7272464003214039,0.001419777,,0.791436948,8.110633173,,,
-0.004272083,0.7289281023971899,0.001419777,,0.792396122,8.009632755,,,
-0.004270833,0.7296007832275043,0.001084844,,0.79335334,8.03583395,,,
-0.004269583,0.7302734640578185,0.001419777,,0.794308601,8.061745421,,,
-0.004268333,0.7316188257184476,0.001419777,,0.795261903,8.002782054,,,
-0.004267083,0.7326278469639196,0.001084844,,0.796213241,7.985975517,,,
-0.004265833,0.7333005277942337,0.001084844,,0.797162616,8.011174484,,,
-0.004264583,0.734645889,0.001419777,,0.798110023,7.951802637,,,
-0.004263333,0.7356549107003342,0.00074991,,0.799055462,7.93443683,,,
-0.004262083,0.7363275915306486,0.00074991,,0.799998928,7.958927741,,,
-0.004260833,0.7373366127761203,0.001084844,,0.800940421,7.94114099,,,
-0.004259583,0.7383456340215919,0.001419777,,0.801879937,7.923169083,,,
-0.004258333,0.7390183148519059,0.001419777,,0.802817475,7.946907275,,,
-0.004257083,0.7396909956822207,0.00074991,,0.803753032,7.970363279,,,
-0.004255833,0.7407000169276928,0.001084844,,0.804686606,7.951740298,,,
-0.004254583,0.741709038,0.000414977,,0.805618194,7.932933576,,,
-0.004253333,0.7423817190034785,0.000414977,,0.806547795,7.955644586,,,
-0.004252083,0.7433907402489501,8.004420291442271e-05,,0.807475405,7.936423178,,,
-0.004250833,0.7443997614944218,0.00074991,,0.808401024,7.917018937,,,
-0.004249583,0.745408783,0.00175471,,0.809324647,7.897432086,,,
-0.004248333,0.7460814635702078,0.00175471,,0.810246274,7.919173734,,,
-0.004247083,0.7467541444005219,0.002089643,,0.811165901,7.940639089,,,
-0.004245833,0.7477631656459939,0.00175471,,0.812083527,7.920412016,,,
-0.004244583,0.7494448677217803,0.001419777,,0.812999149,7.817262957,,,
-0.004243333,0.7501175485520943,0.001419777,,0.813912765,7.838090194,,,
-0.004242083,0.75112657,0.002089643,,0.814824373,7.817365975,,,
-0.004240833,0.7524719314581948,0.001084844,,0.81573397,7.755229196,,,
-0.004239583,0.7531446122885093,0.001084844,,0.816641555,7.775374945,,,
-0.004238333,0.7534809527036663,0.000414977,,0.817547125,7.836388899,,,
-0.004237083,0.7538172931188237,0.000414977,,0.818450677,7.897040833,,,
-0.004235833,0.7554989951946089,0.001419777,,0.81935221,7.793133933,,,
-0.004234583,0.7565080164400814,0.001419777,,0.820251722,7.771236993,,,
-0.004233333,0.7575170376855537,0.001419777,,0.821149209,7.749160657,,,
-0.004232083,0.7588623993461819,0.00175471,,0.82204467,7.685989997,,,
-0.004230833,0.7595350801764963,0.001084844,,0.822938104,7.704470492,,,
-0.004229583,0.7598714205916536,0.000414977,,0.823829506,7.763509924,,,
-0.004228333,0.7605441014219679,0.002089643,,0.824718876,7.781412105,,,
-0.004227083,0.7618894630825962,0.001084844,,0.825606211,7.717571264,,,
-0.004225833,0.7618894630825969,8.004420291442271e-05,,0.826491509,7.816419745,,,
-0.004224583,0.7628984843280689,0.00074991,,0.827374767,7.792875163,,,
-0.004223333,0.7639075055735401,0.001084844,,0.828255984,7.769153469,,,
-0.004222083,0.7649165268190121,0.001084844,,0.829135158,7.745254812,,,
-0.004220833,0.7655892076493261,0.001419777,,0.830012285,7.761701676,,,
-0.004219583,0.7665982288947978,0.001419777,,0.830887365,7.737406844,,,
-0.004218333,0.7669345693099551,0.002089643,,0.831760394,7.793810014,,,
-0.004217083,0.7682799309705839,0.001084844,,0.832631371,7.728683142,,,
-0.004215833,0.7692889522160551,0.00074991,,0.833500294,7.703817553,,,
-0.004214583,0.769961633,-0.000254889,,0.83436716,7.719087038,,,
-0.004213333,0.7702979734615276,8.004420291472733e-05,,0.835231968,7.774366509,,,
-0.004212083,0.7713069947069988,0.00074991,,0.836094714,7.748849339,,,
-0.004210833,0.7723160159524705,0.00074991,,0.836955398,7.723157326,,,
-0.004209583,0.7729886967827849,0.00074991,,0.837814017,7.737435584,,,
-0.004208333,0.7733250371979421,0.001419777,,0.838670568,7.791561221,,,
-0.004207083,0.7743340584434133,0.00074991,,0.83952505,7.765222906,,,
-0.004205833,0.7750067392737282,0.001419777,,0.84037746,7.778733278,,,
-0.004204583,0.7763521009343564,0.001419777,,0.841227797,7.712024816,,,
-0.004203333,0.7776974625949858,0.001084844,,0.842076059,7.645223434,,,
-0.004202083,0.7783701434253004,8.004420291457502e-05,,0.842922242,7.658132115,,,
-0.004200833,0.7787064838404575,0.000414977,,0.843766346,7.710649115,,,
-0.004199583,0.779379165,0.00074991,,0.844608368,7.72301173,,,
-0.004198333,0.7803881859162436,0.00175471,,0.845448306,7.695339799,,,
-0.004197083,0.7807245263314008,0.00074991,,0.846286158,7.746981416,,,
-0.004195833,0.781733548,0.001419777,,0.847121921,7.718885813,,,
-0.004194583,0.7827425688223441,0.00175471,,0.847955595,7.690618053,,,
-0.004193333,0.7840879304829723,0.00074991,,0.848787176,7.62255221,,,
-0.004192083,0.7844242708981302,0.001419777,,0.849616663,7.673153673,,,
-0.004190833,0.7854332921436022,0.001084844,,0.850444054,7.644331367,,,
-0.004189583,0.7864423133890734,0.000414977,,0.851269346,7.61533736,,,
-0.004188333,0.7871149942193879,0.000414977,,0.852092538,7.625644003,,,
-0.004187083,0.7874513346345451,0.00074991,,0.852913627,7.67513736,,,
-0.004185833,0.7881240154648596,0.001084844,,0.853732612,7.684911594,,,
-0.004184583,0.7894693771254877,0.001419777,,0.85454949,7.615721959,,,
-0.004183333,0.7898057175406455,0.001084844,,0.85536426,7.664400499,,,
-0.004182083,0.7911510792012747,0.001084844,,0.856176919,7.594906941,,,
-0.004180833,0.7918237600315888,-0.000254889,,0.856987466,7.603810886,,,
-0.004179583,0.7928327812770608,0.00074991,,0.857795899,7.57326042,,,
-0.004178333,0.7935054621073749,0.000414977,,0.858602214,7.581712589,,,
-0.004177083,0.7938418025225321,0.000414977,,0.859406412,7.629057464,,,
-0.004175833,0.7945144833528466,0.001084844,,0.860208488,7.636986355,,,
-0.004174583,0.7951871641831609,0.001419777,,0.861008442,7.644672809,,,
-0.004173333,0.7961961854286321,0.000414977,,0.861806272,7.613089964,,,
-0.004172083,0.7972052066741042,8.004420291442271e-05,,0.862601976,7.58133772,,,
-0.004170833,0.7978778875044188,0.00074991,,0.863395551,7.58837164,,,
-0.004169583,0.7982142279195759,-0.000254889,,0.864186995,7.634084717,,,
-0.004168333,0.7978778875044191,-0.000254889,,0.864976308,7.757255257,,,
-0.004167083,0.7988869087498903,0.001419777,,0.865763486,7.724578138,,,
-0.004165833,0.8009049512408336,0.001084844,,0.866548528,7.575291433,,,
-0.004164583,0.8009049512408336,8.00442029148796e-05,,0.867331431,7.65871935,,,
-0.004163333,0.8019139724863052,0.001084844,,0.868112195,7.625537693,,,
-0.004162083,0.8025866533166194,0.001084844,,0.868890817,7.630897036,,,
-0.004160833,0.8035956745620914,8.004420291442271e-05,,0.869667295,7.597344479,,,
-0.004159583,0.803932015,8.004420291472733e-05,,0.870441627,7.640904316,,,
-0.004158333,0.8049410362227202,0.00074991,,0.871213811,7.606947233,,,
-0.004157083,0.8052773766378774,8.004420291442271e-05,,0.871983846,7.649966164,,,
-0.004155833,0.8056137170530346,0.001084844,,0.872751729,7.692681626,,,
-0.004154583,0.8066227382985063,0.00074991,,0.873517459,7.658086247,,,
-0.004153333,0.8069590787136633,0.00175471,,0.874281033,7.700264766,,,
-0.004152083,0.8079680999591351,0.001419777,,0.87504245,7.665268157,,,
-0.004150833,0.8096498020349204,0.00074991,,0.875801708,7.553297249,,,
-0.004149583,0.8103224828652356,0.001084844,,0.876558806,7.556403776,,,
-0.004148333,0.8103224828652359,0.000414977,,0.87731374,7.635952109,,,
-0.004147083,0.810995164,8.004420291442271e-05,,0.87806651,7.638526822,,,
-0.004145833,0.8120041849410217,-0.000254889,,0.878817113,7.602597487,,,
-0.004144583,0.8123405253561788,0.00074991,,0.879565547,7.642980359,,,
-0.004143333,0.8133495466016505,0.00074991,,0.880311812,7.606653048,,,
-0.004142083,0.8140222274319646,8.004420291472737e-05,,0.881055904,7.608334104,,,
-0.004140833,0.8150312486774366,0.000414977,,0.881797823,7.571641974,,,
-0.004139583,0.8150312486774373,0.000414977,,0.882537565,7.649115397,,,
-0.004138333,0.8163766103380654,0.00074991,,0.883275131,7.573916437,,,
-0.004137083,0.8170492911683803,8.004420291472733e-05,,0.884010516,7.574709124,,,
-0.004135833,0.8180583124138515,0.00074991,,0.884743721,7.537257058,,,
-0.004134583,0.8180583124138515,0.000414977,,0.885474743,7.613591541,,,
-0.004133333,0.8194036740744803,8.004420291442271e-05,,0.886203579,7.537760704,,,
-0.004132083,0.8194036740744803,-0.000254889,,0.886930229,7.613513783,,,
-0.004130833,0.8197400144896375,-0.000254889,,0.887654691,7.651024348,,,
-0.004129583,0.820412695,-0.000254889,,0.888376963,7.650386048,,,
-0.004128333,0.821421717,0.00074991,,0.889097042,7.611691666,,,
-0.004127083,0.8220943973957381,0.000414977,,0.889814928,7.610630959,,,
-0.004125833,0.8224307378108957,0.000414977,,0.890530618,7.647112721,,,
-0.004124583,0.8234397590563669,0.000414977,,0.891244111,7.607831684,,,
-0.004123333,0.8244487803018385,0.000414977,,0.891955405,7.568385607,,,
-0.004122083,0.8254578015473097,8.004420291457504e-05,,0.892664498,7.528774411,,,
-0.004120833,0.825121461,8.004420291442271e-05,,0.893371388,7.639591785,,,
-0.004119583,0.8257941419624671,8.004420291442271e-05,,0.894076075,7.637150182,,,
-0.004118333,0.8257941419624675,-0.000254889,,0.894778555,7.709663172,,,
-0.004117083,0.8264668227927822,8.004420291442271e-05,,0.895478827,7.706715352,,,
-0.004115833,0.8271395036230963,8.004420291442271e-05,,0.89617689,7.703544585,,,
-0.004114583,0.8278121844534108,0.00074991,,0.896872742,7.70015119,,,
-0.004113333,0.8288212056988824,8.004420291442271e-05,,0.89756638,7.659063,,,
-0.004112083,0.8291575461140396,-0.000254889,,0.898257804,7.692697778,,,
-0.004110833,0.8301665673595108,-0.000254889,,0.898947012,7.65122345,,,
-0.004109583,0.8308392481898256,8.004420291442271e-05,,0.899634002,7.646971239,,,
-0.004108333,0.8308392481898256,-0.000589822,,0.900318771,7.71721366,,,
-0.004107083,0.8311755886049829,-0.000589822,,0.90100132,7.749792333,,,
-0.004105833,0.8318482694352973,0.000414977,,0.901681645,7.744792858,,,
-0.004104583,0.8321846098504545,0.00074991,,0.902359746,7.776846878,,,
-0.004103333,0.8335299715110833,0.000414977,,0.90303562,7.696888863,,,
-0.004102083,0.834538993,-0.000589822,,0.903709265,7.654040438,,,
-0.004100833,0.8352116735868694,0.000414977,,0.904380681,7.648218192,,,
-0.004099583,0.8358843544171835,-0.000589822,,0.905049866,7.642176871,,,
-0.004098333,0.8358843544171838,8.004420291442271e-05,,0.905716817,7.710187292,,,
-0.004097083,0.8368933756626559,0.000414977,,0.906381534,7.666546125,,,
-0.004095833,0.8379023969081271,0.000414977,,0.907044014,7.622741156,,,
-0.004094583,0.8382387373232844,-0.000589822,,0.907704257,7.652880185,,,
-0.004093333,0.8382387373232844,0.000414977,,0.908362259,7.719774906,,,
-0.004092083,0.8389114181535987,0.00074991,,0.90901802,7.712344595,,,
-0.004090833,0.8402567798142276,0.00074991,,0.909671539,7.630749769,,,
-0.004089583,0.8412658010596993,0.000414977,,0.910322812,7.585991525,,,
-0.004088333,0.8416021414748563,-0.000254889,,0.91097184,7.614911419,,,
-0.004087083,0.8426111627203281,8.004420291442271e-05,,0.91161862,7.569772695,,,
-0.004085833,0.8432838435506429,-0.000254889,,0.912263151,7.561338757,,,
-0.004084583,0.8439565243809569,8.004420291442271e-05,,0.91290543,7.552688785,,,
-0.004083333,0.8442928647961143,0.00074991,,0.913545458,7.580640051,,,
-0.004082083,0.8446292052112714,-0.000254889,,0.914183231,7.608324372,,,
-0.004080833,0.8449655456264286,-0.000924755,,0.914818748,7.635742352,,,
-0.004079583,0.8453018860415857,0.000414977,,0.915452008,7.66289459,,,
-0.004078333,0.8466472477022147,0.00074991,,0.91608301,7.579636503,,,
-0.004077083,0.8473199285325288,8.004420291472737e-05,,0.916711751,7.569644702,,,
-0.004075833,0.8476562689476863,-0.000589822,,0.91733823,7.596103487,,,
-0.004074583,0.8483289497780009,8.004420291427041e-05,,0.917962446,7.585658492,,,
-0.004073333,0.84866529,-0.000254889,,0.918584397,7.611614879,,,
-0.004072083,0.8493379710234724,0.000414977,,0.919204081,7.600718002,,,
-0.004070833,0.8503469922689441,8.004420291442271e-05,,0.919821497,7.553042113,,,
-0.004069583,0.8506833326841012,-0.000254889,,0.920436644,7.57828491,,,
-0.004068333,0.8506833326841012,-0.000924755,,0.92104952,7.639783246,,,
-0.004067083,0.8513560135144157,-0.000589822,,0.921660123,7.627986425,,,
-0.004065833,0.8520286943447297,8.004420291411805e-05,,0.922268451,7.615977427,,,
-0.004064583,0.8523650347598873,0.000414977,,0.922874505,7.640201303,,,
-0.004063333,0.8530377155902018,8.004420291411809e-05,,0.923478281,7.627744661,,,
-0.004062083,0.853374056,-0.000589822,,0.924079778,7.651473832,,,
-0.004060833,0.8537103964205162,-0.000589822,,0.924678996,7.674944476,,,
-0.004059583,0.8537103964205162,0.000414977,,0.925275932,7.734507405,,,
-0.004058333,0.8543830772508306,0.000414977,,0.925870585,7.721112295,,,
-0.004057083,0.8553920984963018,0.000414977,,0.926462953,7.671203095,,,
-0.004055833,0.8560647793266166,0.000414977,,0.927053036,7.657410488,,,
-0.004054583,0.8567374601569312,8.004420291411809e-05,,0.927640831,7.643407693,,,
-0.004053333,0.8570738005720883,-0.000589822,,0.928226337,7.665429602,,,
-0.004052083,0.8577464814024031,0.000414977,,0.928809553,7.650984128,,,
-0.004050833,0.8584191622327172,0.000414977,,0.929390477,7.636329029,,,
-0.004049583,0.8590918430630315,8.004420291442271e-05,,0.929969108,7.621464447,,,
-0.004048333,0.8601008643085032,-0.000589822,,0.930545444,7.570246083,,,
-0.004047083,0.8607735451388177,-0.000589822,,0.931119485,7.554985231,,,
-0.004045833,0.8604372047236606,-0.001259688,,0.931691228,7.647815151,,,
-0.004044583,0.8611098855539748,-0.000254889,,0.932260672,7.632069896,,,
-0.004043333,0.8614462259691325,-0.000254889,,0.932827815,7.652172057,,,
-0.004042083,0.8621189067994465,8.004420291442271e-05,,0.933392658,7.635987935,,,
-0.004040833,0.8631279280449184,8.004420291442271e-05,,0.933955197,7.583583109,,,
-0.004039583,0.8638006088752326,8.004420291442271e-05,,0.934515431,7.567004242,,,
-0.004038333,0.86447329,-0.000589822,,0.93507336,7.550217267,,,
-0.004037083,0.86447329,0.000414977,,0.935628982,7.605118405,,,
-0.004035833,0.8654823109510187,0.000414977,,0.936182295,7.551946247,,,
-0.004034583,0.8661549917813327,-0.000589822,,0.936733298,7.534514476,,,
-0.004033333,0.8668276726116475,8.004420291442271e-05,,0.937281989,7.516875142,,,
-0.004032083,0.867164013,-0.000589822,,0.937828369,7.534892094,,,
-0.004030833,0.8678366938571191,-0.000254889,,0.938372434,7.516817138,,,
-0.004029583,0.8685093746874336,-0.000924755,,0.938914184,7.498535023,,,
-0.004028333,0.8685093746874336,-0.000254889,,0.939453617,7.551649252,,,
-0.004027083,0.869182056,-0.000254889,,0.939990732,7.532912177,,,
-0.004025833,0.8695183959329051,-0.000924755,,0.940525528,7.549729336,,,
-0.004024583,0.8701910767632196,-0.000589822,,0.941058003,7.530558771,,,
-0.004023333,0.8705274171783768,8.004420291411805e-05,,0.941588156,7.546902356,,,
-0.004022083,0.8708637575935341,-0.000589822,,0.942115986,7.562999595,,,
-0.004020833,0.8715364384238484,-0.001259688,,0.942641491,7.543170266,,,
-0.004019583,0.8715364384238484,-0.001594622,,0.943164671,7.594456657,,,
-0.004018333,0.8718727788390057,-0.001259688,,0.943685523,7.609817278,,,
-0.004017083,0.8718727788390057,-0.000254889,,0.944204047,7.660554733,,,
-0.004015833,0.8725454596693201,-0.000589822,,0.944720241,7.639804667,,,
-0.004014583,0.8728818000844772,-0.000924755,,0.945234104,7.654432211,,,
-0.004013333,0.8732181404996345,8.004420291442271e-05,,0.945745635,7.668816166,,,
-0.004012083,0.873890821,-0.000589822,,0.946254832,7.647412529,,,
-0.004010833,0.873890821,-0.000589822,,0.946761694,7.696854815,,,
-0.004009583,0.8745635021602637,-0.000589822,,0.947266221,7.675003825,,,
-0.004008333,0.8752361829905778,8.004420291442271e-05,,0.94776841,7.652948363,,,
-0.004007083,0.8762452042360495,-0.000254889,,0.948268261,7.59521956,,,
-0.004005833,0.8769178850663639,-0.001259688,,0.948765772,7.572773874,,,
-0.004004583,0.8769178850663639,-0.001594622,,0.949260941,7.620987361,,,
-0.004003333,0.8769178850663639,-0.001594622,,0.949753769,7.668922876,,,
-0.004002083,0.8772542254815211,-0.000924755,,0.950244253,7.681185933,,,
-0.004000833,0.8775905658966786,-0.000254889,,0.950732393,7.693208697,,,
-0.003999583,0.8782632467269927,0.000414977,,0.951218187,7.669632595,,,
-0.003998333,0.8792722679724644,-0.000254889,,0.951701634,7.610511853,,,
-0.003997083,0.8792722679724644,-0.000589822,,0.952182732,7.657192438,,,
-0.003995833,0.8796086083876216,8.004420291442271e-05,,0.952661481,7.668292914,,,
-0.003994583,0.8802812892179357,-0.000924755,,0.95313788,7.643866864,,,
-0.003993333,0.8806176296330932,-0.000589822,,0.953611927,7.654507547,,,
-0.003992083,0.8812903104634073,-0.000924755,,0.95408362,7.629657224,,,
-0.003990833,0.8816266508785648,-0.000924755,,0.95455296,7.639838982,,,
-0.003989583,0.8819629912937222,-0.000254889,,0.955019944,7.64978298,,,
-0.003988333,0.8822993317088793,-0.000924755,,0.955484572,7.659489527,,,
-0.003987083,0.8822993317088793,-0.000254889,,0.955946843,7.704142941,,,
-0.003985833,0.8829720125391938,-0.000589822,,0.956406755,7.678191499,,,
-0.003984583,0.883308353,-0.001594622,,0.956864307,7.687187528,,,
-0.003983333,0.883308353,-0.000924755,,0.957319498,7.731080874,,,
-0.003982083,0.883308353,-0.001594622,,0.957772326,7.77470505,,,
-0.003980833,0.883644693,-0.001594622,,0.958222792,7.782960214,,,
-0.003979583,0.8846537146149798,-0.000589822,,0.958670893,7.720812142,,,
-0.003978333,0.8849900550301372,-0.000254889,,0.959116629,7.728629863,,,
-0.003977083,0.8853263954452942,-0.001259688,,0.959559999,7.736212774,,,
-0.003975833,0.8853263954452942,-0.001259688,,0.960001,7.778596576,,,
-0.003974583,0.8859990762756087,-0.001259688,,0.960439633,7.750675271,,,
-0.003973333,0.8866717571059231,-0.000254889,,0.960875897,7.722551876,,,
-0.003972083,0.8870080975210802,-0.000924755,,0.961309789,7.72921408,,,
-0.003970833,0.8873444379362375,-0.000924755,,0.96174131,7.735642722,,,
-0.003969583,0.8873444379362376,-0.001594622,,0.962170457,7.776794488,,,
-0.003968333,0.8876807783513947,-0.001929555,,0.96259723,7.782741284,,,
-0.003967083,0.8876807783513948,-0.001929555,,0.963021629,7.823380918,,,
-0.003965833,0.888017119,-0.000924755,,0.963443651,7.828847279,,,
-0.003964583,0.888017119,-0.000924755,,0.963863296,7.868976576,,,
-0.003963333,0.8886897995968663,-0.000924755,,0.964280562,7.839083952,,,
-0.003962083,0.8886897995968663,0.000414977,,0.96469545,7.878719678,,,
-0.003960833,0.8893624804271805,-0.000589822,,0.965107957,7.848394161,,,
-0.003959583,0.8900351612574953,-0.001259688,,0.965518083,7.817867203,,,
-0.003958333,0.8900351612574956,-0.000589822,,0.965925826,7.856779782,,,
-0.003957083,0.8907078420878096,-0.001259688,,0.966331186,7.82582053,,,
-0.003955833,0.8910441825029674,-0.000924755,,0.966734162,7.829451235,,,
-0.003954583,0.8920532037484386,-0.000589822,,0.967134753,7.763297604,,,
-0.003953333,0.8923895441635957,-0.000589822,,0.967532957,7.766496464,,,
-0.003952083,0.8923895441635957,-0.000254889,,0.967928774,7.804213684,,,
-0.003950833,0.8930622249939102,-0.000924755,,0.968322203,7.772204071,,,
-0.003949583,0.8937349058242242,-0.000924755,,0.968713242,7.739992909,,,
-0.003948333,0.8940712462393818,-0.001259688,,0.969101891,7.742286515,,,
-0.003947083,0.8937349058242247,-0.001594622,,0.969488149,7.813735895,,,
-0.003945833,0.8940712462393818,-0.001594622,,0.969872015,7.815543479,,,
-0.003944583,0.8947439270696962,-0.000924755,,0.970253488,7.78245706,,,
-0.003943333,0.8950802674848535,-0.000924755,,0.970632567,7.78382079,,,
-0.003942083,0.8957529483151678,-0.000254889,,0.971009251,7.750317783,,,
-0.003940833,0.896425629,-0.000254889,,0.971383539,7.716613148,,,
-0.003939583,0.8970983099757968,-0.000589822,,0.97175543,7.68270678,,,
-0.003938333,0.8967619695606396,-0.000924755,,0.972124924,7.752394004,,,
-0.003937083,0.8977709908061111,-0.000924755,,0.972492019,7.683459253,,,
-0.003935833,0.8981073312212684,-0.000924755,,0.972856714,7.683493562,,,
-0.003934583,0.8981073312212684,-0.000924755,,0.973219009,7.717859729,,,
-0.003933333,0.8984436716364256,-0.001259688,,0.973578903,7.717425985,,,
-0.003932083,0.8984436716364256,-0.001259688,,0.973936394,7.751299072,,,
-0.003930833,0.8987800120515828,-0.000254889,,0.974291483,7.750398313,,,
-0.003929583,0.900125374,-0.000589822,,0.974644167,7.645743533,,,
-0.003928333,0.9001253737122117,-0.001929555,,0.974994447,7.678923013,,,
-0.003927083,0.8994526928818972,-0.001259688,,0.975342321,7.780819722,,,
-0.003925833,0.8994526928818972,-0.001259688,,0.975687788,7.813472289,,,
-0.003924583,0.8997890332970547,-0.001594622,,0.976030848,7.811414421,,,
-0.003923333,0.9004617141273689,-0.000924755,,0.976371499,7.774682612,,,
-0.003922083,0.900798055,-0.000924755,,0.976709742,7.772184923,,,
-0.003920833,0.9011343949576833,-0.001594622,,0.977045574,7.769461473,,,
-0.003919583,0.9014707353728405,-0.001929555,,0.977378996,7.766512395,,,
-0.003918333,0.9018070757879976,-0.001259688,,0.977710007,7.763337822,,,
-0.003917083,0.9024797566183121,-0.000254889,,0.978038604,7.725548603,,,
-0.003915833,0.9031524374486265,-0.001259688,,0.978364789,7.687557072,,,
-0.003914583,0.9028160970334693,-0.001259688,,0.97868856,7.752462396,,,
-0.003913333,0.9028160970334697,-0.000589822,,0.979009915,7.782742253,,,
-0.003912083,0.9034887778637838,-0.000924755,,0.979328856,7.744086909,,,
-0.003910833,0.903825118,-0.000589822,,0.979645379,7.739561955,,,
-0.003909583,0.9041614586940983,-0.000254889,,0.979959486,7.734812342,,,
-0.003908333,0.9051704799395699,-0.000924755,,0.980271175,7.661216266,,,
-0.003907083,0.90550682,-0.001259688,,0.980580445,7.6560393,,,
-0.003905833,0.9061795011850415,-0.000589822,,0.980887295,7.616348402,,,
-0.003904583,0.9061795011850415,-0.000924755,,0.981191725,7.645011888,,,
-0.003903333,0.9065158416001987,-0.000589822,,0.981493734,7.639161637,,,
-0.003902083,0.9071885224305132,-0.001259688,,0.981793322,7.598829389,,,
-0.003900833,0.9071885224305132,-0.001259688,,0.982090487,7.626788517,,,
-0.003899583,0.9078612032608275,-0.001259688,,0.982385229,7.586028705,,,
-0.003898333,0.9075248628456704,-0.000924755,,0.982677547,7.647746096,,,
-0.003897083,0.908533884,-0.000589822,,0.98296744,7.572331762,,,
-0.003895833,0.908533884,-0.001594622,,0.983254908,7.599354236,,,
-0.003894583,0.9088702245062992,-0.000589822,,0.983539949,7.591936133,,,
-0.003893333,0.9092065649214565,-0.000589822,,0.983822564,7.584294367,,,
-0.003892083,0.9092065649214565,-0.001929555,,0.984102752,7.610606378,,,
-0.003890833,0.9092065649214565,-0.000924755,,0.984380511,7.636675578,,,
-0.003889583,0.9098792457517708,-0.000254889,,0.984655841,7.594185961,,,
-0.003888333,0.9105519265820853,-0.001259688,,0.984928742,7.551492055,,,
-0.003887083,0.9105519265820853,-0.001259688,,0.985199213,7.576872313,,,
-0.003885833,0.9105519265820853,-0.001594622,,0.985467253,7.602010719,,,
-0.003884583,0.9105519265820853,-0.001259688,,0.985732861,7.626907594,,,
-0.003883333,0.9112246074123997,-0.001259688,,0.985996037,7.583339775,,,
-0.003882083,0.9118972882427141,-0.001929555,,0.98625678,7.539567131,,,
-0.003880833,0.9118972882427141,-0.001259688,,0.98651509,7.563777027,,,
-0.003879583,0.9118972882427141,-0.000589822,,0.986770966,7.58774629,,,
-0.003878333,0.9122336286578713,-0.001259688,,0.987024406,7.577399024,,,
-0.003877083,0.9122336286578713,-0.001259688,,0.987275412,7.600896597,,,
-0.003875833,0.9125699690730286,-0.001594622,,0.987523981,7.590095393,,,
