#Digilent WaveForms Oscilloscope Acquisition,,,,,,,,
#Device Name: Discovery2,,,,,,,,
#Serial Number: SN:210321AE0290,,,,,,,,
#Date Time: 2024-09-22 20:45:31.093,,,,,,,,
#Sample rate: 800000Hz,,,,,,,,
#Samples: 8192,,,,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,,,,,,
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average,,,,,,,,
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average,,,,,,,,
#Wavegen Channel 1: Running,,,,,,,,
#Mode: Custom,,,,,,,,
#Type: Custom1,,,,,,,,
#Frequency: 200 Hz,,,,,,,,
#Period: 5 ms,,,,,,,,
#Amplitude: 1 V,,,,,,,,
#Offset: 0 V,,,,,,,,
#Phase: 0 °,,,,,,,,
,,,,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,,,Average Noise%Err,
-0.000109583,-0.125712893,0.003094442,,-0.137271667,8.420364617,,,
-0.000108333,-0.12369485,0.003094442,,-0.135715572,8.857290429,,,
-0.000107083,-0.122685829,0.003094442,,-0.134159143,8.552017829,,,
-0.000105833,-0.121004127,0.003094442,,-0.132602382,8.746641527,,,
-0.000104583,-0.119658765,0.003764309,,-0.131045294,8.689002299,,,
-0.000103333,-0.117977063,0.003764309,,-0.129487882,8.889495329,,,
-0.000102083,-0.116631701,0.004769108,,-0.127930151,8.831733472,,,
-0.000100833,-0.11528634,0.003764309,,-0.126372105,8.772319741,,,
-9.96E-05,-0.114277318,0.003764309,,-0.124813746,8.44172078,,,
-9.83E-05,-0.112259276,0.004099242,,-0.12325508,8.921177214,,,
-9.71E-05,-0.110913914,0.002759509,,-0.12169611,8.85993427,,,
-9.58E-05,-0.109568553,0.003429376,,-0.120136839,8.796873921,,,
-9.46E-05,-0.108223191,0.003094442,,-0.118577272,8.731926955,,,
-9.33E-05,-0.106205148,0.004099242,,-0.117017412,9.239875779,,,
-9.21E-05,-0.104523446,0.003094442,,-0.115457263,9.470012354,,,
-9.08E-05,-0.103178085,0.003429376,,-0.11389683,9.41092515,,,
-8.96E-05,-0.101832723,0.003429376,,-0.112336116,9.349969642,,,
-8.83E-05,-0.100823702,0.003429376,,-0.110775124,8.983445052,,,
-8.71E-05,-0.09947834,0.003429376,,-0.109213859,8.914179261,,,
-8.58E-05,-0.098469319,0.003429376,,-0.107652325,8.530244092,,,
-8.46E-05,-0.097123957,0.003094442,,-0.106090525,8.451808283,,,
-8.33E-05,-0.095442255,0.003429376,,-0.104528463,8.69256835,,,
-8.21E-05,-0.094769574,0.003094442,,-0.102966144,7.960450885,,,
-8.08E-05,-0.093087872,0.003764309,,-0.10140357,8.200596548,,,
-7.96E-05,-0.091742511,0.003429376,,-0.099840746,8.111152733,,,
-7.83E-05,-0.090060809,0.003764309,,-0.098277676,8.360868477,,,
-7.71E-05,-0.088379106,0.003094442,,-0.096714363,8.618426752,,,
-7.58E-05,-0.087370085,0.003429376,,-0.095150812,8.177256988,,,
-7.46E-05,-0.085688383,0.003764309,,-0.093587025,8.439890324,,,
-7.33E-05,-0.084343021,0.003429376,,-0.092023008,8.345724644,,,
-7.21E-05,-0.082324979,0.003764309,,-0.090458764,8.991705017,,,
-7.08E-05,-0.080643277,0.003764309,,-0.088894297,9.281832773,,,
-6.96E-05,-0.079297915,0.004099242,,-0.08732961,9.196989372,,,
-6.83E-05,-0.077616213,0.003094442,,-0.085764708,9.500988321,,,
-6.71E-05,-0.076607192,0.004099242,,-0.084199594,9.017148408,,,
-6.58E-05,-0.07526183,0.004099242,,-0.082634273,8.921773339,,,
-6.46E-05,-0.072907447,0.003764309,,-0.081068747,10.06713472,,,
-6.33E-05,-0.071225745,0.003764309,,-0.079503022,10.41127299,,,
-6.21E-05,-0.070553064,0.003094442,,-0.0779371,9.474352832,,,
-6.08E-05,-0.069207703,0.002759509,,-0.076370986,9.379587669,,,
-5.96E-05,-0.067862341,0.002759509,,-0.074804684,9.280625973,,,
-5.83E-05,-0.06685332,0.003429376,,-0.073238197,8.717960727,,,
-5.71E-05,-0.065171618,0.004099242,,-0.07167153,9.069028883,,,
-5.58E-05,-0.063489916,0.003764309,,-0.070104685,9.43555957,,,
-5.46E-05,-0.062144554,0.003094442,,-0.068537668,9.32788313,,,
-5.33E-05,-0.060799192,0.002424576,,-0.066970481,9.214938496,,,
-5.21E-05,-0.05911749,0.004099242,,-0.065403129,9.610608832,,,
-5.08E-05,-0.057772129,0.004769108,,-0.063835616,9.498596199,,,
-4.96E-05,-0.056090427,0.004099242,,-0.062267945,9.920864991,,,
-4.83E-05,-0.054072384,0.003764309,,-0.060700121,10.91882001,,,
-4.71E-05,-0.052390682,0.004099242,,-0.059132147,11.40067677,,,
-4.58E-05,-0.05104532,0.002759509,,-0.057564027,11.32427134,,,
-4.46E-05,-0.049699959,0.004099242,,-0.055995765,11.24336143,,,
-4.33E-05,-0.048690937,0.003094442,,-0.054427365,10.53960139,,,
-4.21E-05,-0.046672895,0.003094442,,-0.05285883,11.70274723,,,
-4.08E-05,-0.044991193,0.003429376,,-0.051290165,12.28105313,,,
-3.96E-05,-0.043982172,0.003429376,,-0.049721374,11.54272657,,,
-3.83E-05,-0.04230047,0.004099242,,-0.04815246,12.15304513,,,
-3.71E-05,-0.040955108,0.002759509,,-0.046583427,12.08223451,,,
-3.58E-05,-0.040282427,0.002424576,,-0.045014279,10.5118907,,,
-3.46E-05,-0.038600725,0.003094442,,-0.04344502,11.15040323,,,
-3.33E-05,-0.037255363,0.003429376,,-0.041875654,11.03335706,,,
-3.21E-05,-0.035573661,0.003764309,,-0.040306184,11.74143143,,,
-3.08E-05,-0.03456464,0.002759509,,-0.038736615,10.77010797,,,
-2.96E-05,-0.032882938,0.003429376,,-0.037166951,11.52640386,,,
-2.83E-05,-0.031201236,0.004099242,,-0.035597195,12.34917177,,,
-2.71E-05,-0.029519534,0.003094442,,-0.034027351,13.24762773,,,
-2.58E-05,-0.028846853,0.002424576,,-0.032457422,11.12401805,,,
-2.46E-05,-0.027501491,0.002759509,,-0.030887414,10.96214481,,,
-2.33E-05,-0.02615613,0.004099242,,-0.02931733,10.78270236,,,
-2.21E-05,-0.024810768,0.003429376,,-0.027747173,10.58271921,,,
-2.08E-05,-0.023465406,0.003094442,,-0.026176948,10.35851073,,,
-1.96E-05,-0.021783704,0.003094442,,-0.024606659,11.472319,,,
-1.83E-05,-0.020438343,0.002424576,,-0.023036308,11.27769951,,,
-1.71E-05,-0.01875664,0.002759509,,-0.021465901,12.62122863,,,
-1.58E-05,-0.01875664,0.003094442,,-0.019895441,5.723925535,,,
-1.46E-05,-0.017074938,0.002759509,,-0.018324931,6.8212696,,,
-1.33E-05,-0.015393236,0.003764309,,-0.016754377,8.124089209,,,
-1.21E-05,-0.014720556,0.003094442,,-0.015183781,3.050791411,,,
-1.08E-05,-0.013711534,0.003429376,,-0.013613148,0.722732182,,,
-9.58E-06,-0.012029832,0.004099242,,-0.012042481,0.105032812,,,
-8.33E-06,-0.01001179,0.003429376,,-0.010471784,4.392703363,,,
-7.08E-06,-0.009002768,0.002424576,,-0.008901062,1.142636887,,,
-5.83E-06,-0.007657407,0.003429376,,-0.007330317,4.462147794,,,
-4.58E-06,-0.005975705,0.003429376,,-0.005759555,3.752894886,,,
-3.33E-06,-0.004294003,0.003764309,,-0.004188778,2.512061782,,,
-2.08E-06,-0.002612301,0.003094442,,-0.002617991,0.217354373,,,
-8.33E-07,-0.001266939,0.004099242,,-0.001047197,20.9837761,,,
4.166666666666667e-07,0.000751104,0.004099242,,0.000523599,43.45022394,,,
1.666666666666667e-06,0.002096465,0.002759509,,0.002094394,0.098915087,,,
2.916666666666667e-06,0.002769146,0.003094442,,0.003665183,24.44726759,,,
4.166666666666667e-06,0.004450848,0.002424576,,0.005235964,14.99467353,,,
5.416666666666667e-06,0.00579621,0.002424576,,0.006806732,14.84591699,,,
6.666666666666667e-06,0.007141571,0.003764309,,0.008377482,14.75277278,,,
7.916666666666667e-06,0.008486933,0.002759509,,0.009948213,14.68886483,,,
9.166666666666666e-06,0.010168635,0.003094442,,0.011518918,11.72230823,,,
1.041666666666667e-05,0.011177656,0.002759509,,0.013089596,14.60655609,,,
1.166666666666667e-05,0.012523018,0.004434175,,0.014660241,14.57835847,,,
1.291666666666667e-05,0.014541061,0.003429376,,0.016230849,10.41096913,,,
1.416666666666667e-05,0.015886422,0.003764309,,0.017801418,10.7575463,,,
1.541666666666667e-05,0.017568124,0.003429376,,0.019371943,9.311500349,,,
1.666666666666666e-05,0.018577146,0.003094442,,0.02094242,11.29417857,,,
1.791666666666666e-05,0.019586167,0.002759509,,0.022512845,13.00003783,,,
1.916666666666666e-05,0.021267869,0.003429376,,0.024083215,11.6900759,,,
2.041666666666667e-05,0.023285911,0.003429376,,0.025653525,9.229195436,,,
2.166666666666667e-05,0.024631273,0.003429376,,0.027223772,9.522924905,,,
2.291666666666667e-05,0.025976635,0.003429376,,0.028793952,9.784407551,,,
2.416666666666667e-05,0.027994677,0.003764309,,0.030364061,7.803251341,,,
2.541666666666667e-05,0.029340039,0.004099242,,0.031934095,8.123155757,,,
2.666666666666667e-05,0.031021741,0.003429376,,0.03350405,7.408982892,,,
2.791666666666667e-05,0.032703443,0.003429376,,0.035073923,6.758524754,,,
2.916666666666667e-05,0.033712464,0.003094442,,0.036643709,7.999311595,,,
3.041666666666667e-05,0.034721486,0.003094442,,0.038213404,9.137941992,,,
3.166666666666667e-05,0.036403188,0.003429376,,0.039783005,8.495632309,,,
3.291666666666666e-05,0.037748549,0.003094442,,0.041352509,8.715213181,,,
3.416666666666667e-05,0.039766592,0.004099242,,0.04292191,7.35129879,,,
3.541666666666666e-05,0.040439273,0.002759509,,0.044491205,9.107265461,,,
3.666666666666667e-05,0.042120975,0.003094442,,0.04606039,8.552718271,,,
3.791666666666666e-05,0.044139017,0.004769108,,0.047629462,7.328330993,,,
3.916666666666667e-05,0.045820719,0.003094442,,0.049198416,6.865458267,,,
4.041666666666667e-05,0.04682974,0.003429376,,0.050767249,7.756000881,,,
4.166666666666667e-05,0.048847783,0.003764309,,0.052335956,6.664965244,,,
4.291666666666667e-05,0.050529485,0.003764309,,0.053904535,6.261160835,,,
4.416666666666667e-05,0.051874847,0.002424576,,0.05547298,6.486280956,,,
4.541666666666667e-05,0.052883868,-0.000589822,,0.057041289,7.288440909,,,
4.666666666666666e-05,0.05422923,0.00074991,,0.058609456,7.473583607,,,
4.791666666666667e-05,0.056247272,0.00175471,,0.060177479,6.531026924,,,
4.916666666666666e-05,0.058601655,0.001419777,,0.061745354,5.091393839,,,
5.041666666666667e-05,0.059610676,0.000414977,,0.063313076,5.847765491,,,
5.166666666666666e-05,0.060283357,0.000414977,,0.064880643,7.085758295,,,
5.291666666666667e-05,0.061965059,0.000414977,,0.066448049,6.746608144,,,
5.416666666666666e-05,0.06263774,0.000414977,,0.068015291,7.906384935,,,
5.541666666666667e-05,0.063983102,0.00074991,,0.069582365,8.046957425,,,
5.666666666666666e-05,0.065664804,0.00074991,,0.071149267,7.708391044,,,
5.791666666666667e-05,0.067346506,0.001084844,,0.072715994,7.38419206,,,
5.916666666666666e-05,0.068355527,0.001084844,,0.074282542,7.979014806,,,
6.041666666666667e-05,0.070037229,0.00074991,,0.075848906,7.662176731,,,
6.166666666666667e-05,0.07104625,0.00074991,,0.077415084,8.226863383,,,
6.291666666666667e-05,0.072391612,0.001419777,,0.07898107,8.343084822,,,
6.416666666666668e-05,0.074073314,0.00175471,,0.080546861,8.036994545,,,
6.541666666666667e-05,0.075755016,0.002424576,,0.082112453,7.742354531,,,
6.666666666666667e-05,0.077100378,0.002089643,,0.083677843,7.860462517,,,
6.791666666666667e-05,0.078445739,0.00175471,,0.085243027,7.974009784,,,
6.916666666666668e-05,0.079791101,0.002089643,,0.086808,8.083239748,,,
7.041666666666667e-05,0.081809144,0.002089643,,0.088372759,7.427192808,,,
7.166666666666667e-05,0.083490846,0.002089643,,0.0899373,7.167720189,,,
7.291666666666667e-05,0.084836207,0.001419777,,0.091501619,7.284473641,,,
7.416666666666668e-05,0.086517909,0.002424576,,0.093065712,7.035676491,,,
7.541666666666667e-05,0.088535952,0.002759509,,0.094629575,6.439449248,,,
7.666666666666667e-05,0.090553994,0.002759509,,0.096193205,5.862379818,,,
7.791666666666667e-05,0.092235697,0.002089643,,0.097756598,5.647600077,,,
7.916666666666668e-05,0.093244718,0.002424576,,0.09931975,6.116640456,,,
8.041666666666668e-05,0.09492642,0.003094442,,0.100882656,5.904123268,,,
8.166666666666667e-05,0.096271781,0.002424576,,0.102445314,6.026173414,,,
8.291666666666667e-05,0.097953484,0.00175471,,0.104007719,5.820947753,,,
8.416666666666668e-05,0.099298845,0.002089643,,0.105569867,5.940162314,,,
8.541666666666668e-05,0.1003078664683576,0.002089643,,0.107131754,6.36962205,,,
8.666666666666667e-05,0.1016532281289865,0.002424576,,0.108693378,6.477073082,,,
8.791666666666667e-05,0.1036712706199298,0.002424576,,0.110254733,5.971137909,,,
8.916666666666667e-05,0.1046802918654014,0.00175471,,0.111815816,6.381497941,,,
9.041666666666668e-05,0.1060256535260303,0.002089643,,0.113376623,6.48367302,,,
9.166666666666667e-05,0.1077073556018163,0.00175471,,0.11493715,6.290215879,,,
9.291666666666667e-05,0.1083800364321308,0.00175471,,0.116497394,6.967845039,,,
9.416666666666667e-05,0.1100617385079168,0.002424576,,0.118057351,6.772650912,,,
9.541666666666668e-05,0.1117434405837029,0.003429376,,0.119617016,6.582320434,,,
9.666666666666667e-05,0.1130888022443318,0.00175471,,0.121176386,6.674224132,,,
9.791666666666667e-05,0.1147705043201178,0.002424576,,0.122735457,6.489528531,,,
9.916666666666667e-05,0.1154431851504322,0.003429376,,0.124294225,7.121038649,,,
0.000100417,0.1167885468110611,0.002759509,,0.125852686,7.202182052,,,
0.000101667,0.1177975680565327,0.002424576,,0.127410837,7.545095437,,,
0.000102917,0.1188065893020044,0.00175471,,0.128968674,7.87949839,,,
0.000104167,0.1204882913777904,0.002424576,,0.130526192,7.690334539,,,
0.000105417,0.1218336530384193,0.003094442,,0.132083388,7.76004884,,,
0.000106667,0.1238516955293626,0.002759509,,0.133640259,7.324561792,,,
0.000107917,0.1251970571899914,0.003094442,,0.135196799,7.396434195,,,
0.000109167,0.1265424188506203,0.003094442,,0.136753007,7.466444761,,,
0.000110417,0.1278877805112491,0.003094442,,0.138308876,7.534654276,,,
0.000111667,0.1288968017567208,0.003429376,,0.139864405,7.841596867,,,
0.000112917,0.1312511846628213,0.002759509,,0.141419588,7.190236707,,,
0.000114167,0.1325965463234501,0.002759509,,0.142974422,7.258554094,,,
0.000115417,0.133941908,0.002424576,,0.144528904,7.325175368,,,
0.000116667,0.1349509292295506,0.002759509,,0.146083029,7.620391939,,,
0.000117917,0.1373053121356511,0.002089643,,0.147636793,6.997903909,,,
0.000119167,0.1379779929659656,0.002424576,,0.149190193,7.515373526,,,
0.000120417,0.1393233546265944,0.002089643,,0.150743225,7.575710746,,,
0.000121667,0.140332376,0.002424576,,0.152295885,7.855438501,,,
0.000122917,0.1416777375326949,0.003429376,,0.15384817,7.910677358,,,
0.000124167,0.1430230991933238,0.003094442,,0.155400075,7.964587841,,,
0.000125417,0.1447048012691098,0.003429376,,0.156951596,7.802911868,,,
0.000126667,0.1460501629297387,0.003094442,,0.15850273,7.856373905,,,
0.000127917,0.1477318650055247,0.003429376,,0.160053473,7.698432153,,,
0.000129167,0.149749907,0.003094442,,0.161603821,7.335169135,,,
0.000130417,0.1510952691570969,0.003429376,,0.16315377,7.390881155,,,
0.000131667,0.1527769712328829,0.003429376,,0.164703317,7.241108534,,,
0.000132917,0.1541223328935118,0.002424576,,0.166252458,7.296207735,,,
0.000134167,0.1554676945541407,0.002089643,,0.167801188,7.350063093,,,
0.000135417,0.1564767157996123,0.003094442,,0.169349504,7.601314298,,,
0.000136667,0.1578220774602412,0.003094442,,0.170897402,7.650979184,,,
0.000137917,0.1595037795360272,0.002759509,,0.172444879,7.504484497,,,
0.000139167,0.1605128007814989,0.002759509,,0.17399193,7.746985201,,,
0.000140417,0.1618581624421277,0.003429376,,0.175538552,7.793381608,,,
0.000141667,0.1635398645179138,0.003094442,,0.17708474,7.648810269,,,
0.000142917,0.1648852261785426,0.002424576,,0.178630492,7.694803795,,,
0.000144167,0.1669032686694859,0.003094442,,0.180175803,7.366435533,,,
0.000145417,0.1682486303301148,0.003429376,,0.181720669,7.413597572,,,
0.000146667,0.1695939919907436,0.002759509,,0.183265088,7.459738081,,,
0.000147917,0.1709393536513725,0.00175471,,0.184809053,7.5048811,,,
0.000149167,0.1719483748968441,0.003094442,,0.186352563,7.729535929,,,
0.000150417,0.1736300769726302,0.003094442,,0.187895613,7.592266821,,,
0.000151667,0.1753117790484163,0.002759509,,0.1894382,7.457007451,,,
0.000152917,0.1759844598787307,0.002089643,,0.190980319,7.852044103,,,
0.000154167,0.1769934811242024,0.002759509,,0.192521967,8.065825257,,,
0.000155417,0.1786751831999884,0.003764309,,0.194063139,7.929355439,,,
0.000156667,0.1803568852757745,0.003764309,,0.195603833,7.794810406,,,
0.000157917,0.1823749277667178,0.003094442,,0.197144045,7.491535841,,,
0.000159167,0.1833839490121894,0.003429376,,0.198683769,7.700588942,,,
0.000160417,0.1854019915031327,0.003429376,,0.200223004,7.402252598,,,
0.000161667,0.1864110127486043,0.003094442,,0.201761745,7.608346123,,,
0.000162917,0.1880927148243904,0.002759509,,0.203299987,7.480213241,,,
0.000164167,0.1894380764850192,0.002424576,,0.204837729,7.517976389,,,
0.000165417,0.1907834381456481,0.002759509,,0.206374964,7.554950378,,,
0.000166667,0.1914561189759625,0.002759509,,0.207911691,7.914692905,,,
0.000167917,0.1924651402214342,0.002759509,,0.209447904,8.108347599,,,
0.000169167,0.1934741614669058,0.003764309,,0.210983601,8.298957607,,,
0.000170417,0.1954922039578491,0.004099242,,0.212518777,8.011797119,,,
0.000171667,0.1971739060336352,0.003429376,,0.214053429,7.885658762,,,
0.000172917,0.198519268,0.004099242,,0.215587553,7.917101307,,,
0.000174167,0.1998646293548929,0.003764309,,0.217121144,7.947873998,,,
0.000175417,0.2015463314306789,0.003764309,,0.2186542,7.824166578,,,
0.000176667,0.2028916930913078,0.003429376,,0.220186717,7.854708,,,
0.000177917,0.2049097355822511,0.003429376,,0.22171869,7.581207673,,,
0.000179167,0.2065914376580371,0.003764309,,0.223250116,7.461890122,,,
0.000180417,0.2076004589035088,0.003764309,,0.224780991,7.643231868,,,
0.000181667,0.2092821609792948,0.003094442,,0.226311312,7.524657413,,,
0.000182917,0.2109638630550809,0.003094442,,0.227841074,7.407448864,,,
0.000184167,0.2119728843005526,0.003429376,,0.229370274,7.584849398,,,
0.000185417,0.2136545863763386,0.003429376,,0.230898908,7.468342754,,,
0.000186667,0.214327267,0.002424576,,0.232426973,7.787265492,,,
0.000187917,0.2156726288672819,0.002759509,,0.233954464,7.814270516,,,
0.000189167,0.2170179905279108,0.003094442,,0.235481377,7.840699276,,,
0.000190417,0.2180270117733824,0.002424576,,0.23700771,8.00847281,,,
0.000191667,0.2197087138491685,0.002759509,,0.238533458,7.891867212,,,
0.000192917,0.2207177350946401,0.003094442,,0.240058617,8.056732973,,,
0.000194167,0.222063097,0.003094442,,0.241583184,8.080068615,,,
0.000195417,0.2230721180007406,0.003094442,,0.243107155,8.241236934,,,
0.000196667,0.2244174796613695,0.003094442,,0.244630526,8.262683453,,,
0.000197917,0.2254265009068411,0.002424576,,0.246153293,8.420278221,,,
0.000199167,0.2264355221523127,0.002759509,,0.247675453,8.57571094,,,
0.000200417,0.2277808838129416,0.003429376,,0.249197002,8.594051302,,,
0.000201667,0.2294625858887277,0.003094442,,0.250717936,8.477794017,,,
0.000202917,0.2311442879645137,0.002759509,,0.252238252,8.362713991,,,
0.000204167,0.2318169687948282,0.003094442,,0.253757945,8.646419258,,,
0.000205417,0.23316233,0.002424576,,0.255277012,8.663013149,,,
0.000206667,0.2348440325312431,0.002089643,,0.256795449,8.548210724,,,
0.000207917,0.2358530537767147,0.003094442,,0.258313252,8.694946198,,,
0.000209167,0.2375347558525008,0.003094442,,0.259830418,8.580851491,,,
0.000210417,0.2395527983434441,0.004099242,,0.261346943,8.339161939,,,
0.000211667,0.2405618195889157,0.003764309,,0.262862823,8.483894158,,,
0.000212917,0.2419071812495446,0.003094442,,0.264378055,8.49952301,,,
0.000214167,0.2429162024950162,0.003094442,,0.265892634,8.641244113,,,
0.000215417,0.2442615641556451,0.003764309,,0.267406557,8.655357345,,,
0.000216667,0.2462796066465884,0.002759509,,0.268919821,8.41894581,,,
0.000217917,0.2469522874769028,0.003429376,,0.27043242,8.68244012,,,
0.000219167,0.24897033,0.004099242,,0.271944353,8.448060346,,,
0.000220417,0.2503156916284749,0.003094442,,0.273455615,8.462039807,,,
0.000221667,0.2516610532891038,0.003764309,,0.274966201,8.475641016,,,
0.000222917,0.2530064149497326,0.002759509,,0.27647611,8.488869038,,,
0.000224167,0.2550244574406759,0.003764309,,0.277985336,8.259744538,,,
0.000225417,0.2567061595164619,0.004099242,,0.279493876,8.153207916,,,
0.000226667,0.258387862,0.003764309,,0.281001727,8.047589497,,,
0.000227917,0.2593968828377197,0.003429376,,0.282508884,8.180982211,,,
0.000229167,0.2607422444983485,0.004099242,,0.284015345,8.19431085,,,
0.000230417,0.2634329678196062,0.003764309,,0.285521104,7.736078373,,,
0.000231667,0.2644419890650779,0.003764309,,0.287026159,7.868331661,,,
0.000232917,0.266123691,0.003764309,,0.288530506,7.765839113,,,
0.000234167,0.2674690528014928,0.004099242,,0.290034141,7.780148931,,,
0.000235417,0.2694870952924361,0.003094442,,0.29153706,7.563348846,,,
0.000236667,0.2708324569530649,0.003764309,,0.29303926,7.578098281,,,
0.000237917,0.2721778186136938,0.003429376,,0.294540737,7.592470425,,,
0.000239167,0.2735231802743227,0.003764309,,0.296041487,7.606469966,,,
0.000240417,0.2748685419349515,0.003764309,,0.297541507,7.620101496,,,
0.000241667,0.2762139035955804,0.003094442,,0.299040792,7.633369511,,,
0.000242917,0.2782319460865237,0.002089643,,0.30053934,7.422453858,,,
0.000244167,0.2795773077471525,0.003429376,,0.302037146,7.436117899,,,
0.000245417,0.2805863289926241,0.003429376,,0.303534207,7.560227933,,,
0.000246667,0.2826043714835674,0.003764309,,0.305030519,7.352099525,,,
0.000247917,0.2839497331441962,0.003094442,,0.306526078,7.365228138,,,
0.000249167,0.2846224139745107,0.002759509,,0.308020881,7.596389897,,,
0.000250417,0.2863041160502968,0.003094442,,0.309514924,7.499091698,,,
0.000251667,0.2873131372957685,0.003094442,,0.311008203,7.618791316,,,
0.000252917,0.2889948393715545,0.003429376,,0.312500715,7.521863037,,,
0.000254167,0.2906765414473406,0.003094442,,0.313992456,7.425628889,,,
0.000255417,0.2916855626928122,0.003429376,,0.315483422,7.543299482,,,
0.000256667,0.2933672647685983,0.005773908,,0.31697361,7.4474165,,,
0.000257917,0.2950489668443843,0.006443774,,0.318463015,7.352203319,,,
0.000259167,0.2963943285050131,0.006108841,,0.319951635,7.362771089,,,
0.000260417,0.2984123709959564,0.006108841,,0.321439465,7.163742102,,,
0.000261667,0.2997577326565853,0.005104041,,0.322926503,7.17462632,,,
0.000262917,0.300766754,0.005438974,,0.324412743,7.288859493,,,
0.000264167,0.3027847963930003,0.005773908,,0.325898183,7.092210906,,,
0.000265417,0.3048028388839435,0.006778707,,0.327382819,6.89711815,,,
0.000266667,0.3061482005445724,0.005104041,,0.328866647,6.908102849,,,
0.000267917,0.3068208813748868,0.005438974,,0.330349663,7.122387148,,,
0.000269167,0.3081662430355157,0.005438974,,0.331831865,7.131811109,,,
0.000270417,0.3098479451113018,0.005104041,,0.333313248,7.040014949,,,
0.000271667,0.3111933067719306,0.005104041,,0.334793808,7.049264519,,,
0.000272917,0.3125386684325594,0.005438974,,0.336273542,7.058204326,,,
0.000274167,0.31354769,0.003764309,,0.337752447,7.166419434,,,
0.000275417,0.3145567109235027,0.004769108,,0.339230518,7.273463203,,,
0.000276667,0.3162384129992888,0.005438974,,0.340707752,7.181914355,,,
0.000277917,0.3169110938296033,0.005104041,,0.342184145,7.385804376,,,
0.000279167,0.3179201150750749,0.004769108,,0.343659695,7.489845308,,,
0.000280417,0.3192654767357037,0.004769108,,0.345134396,7.495317588,,,
0.000281667,0.3209471788114898,0.004434175,,0.346608245,7.403478414,,,
0.000282917,0.3219562000569615,0.004769108,,0.34808124,7.505443216,,,
0.000284167,0.3236379021327475,0.004434175,,0.349553375,7.413881573,,,
0.000285417,0.3246469233782191,0.004769108,,0.351024648,7.514493705,,,
0.000286667,0.325992285,0.004769108,,0.352495055,7.518621892,,,
0.000287917,0.327673987,0.004769108,,0.353964593,7.427467629,,,
0.000289167,0.3286830083601057,0.004434175,,0.355433256,7.526096008,,,
0.000290417,0.3303647104358918,0.004769108,,0.356901043,7.435207429,,,
0.000291667,0.3317100720965206,0.005104041,,0.35836795,7.438689058,,,
0.000292917,0.3337281145874639,0.004434175,,0.359833972,7.25497285,,,
0.000294167,0.3347371358329355,0.004769108,,0.361299106,7.351795066,,,
0.000295417,0.3350734762480927,0.003764309,,0.362763348,7.633040161,,,
0.000296667,0.337091519,0.004434175,,0.364226696,7.450079156,,,
0.000297917,0.3381005399845076,0.004769108,,0.365689145,7.544277752,,,
0.000299167,0.3397822420602937,0.004099242,,0.367150691,7.454282381,,,
0.000300417,0.3411276037209225,0.003764309,,0.368611332,7.456018283,,,
0.000301667,0.3428093057967087,0.004099242,,0.370071063,7.366627685,,,
0.000302917,0.3438183270421803,0.004099242,,0.371529881,7.458768621,,,
0.000304167,0.3455000291179664,0.004434175,,0.372987783,7.369612288,,,
0.000305417,0.3468453907785952,0.004099242,,0.374444764,7.370746103,,,
0.000306667,0.348190752,0.003764309,,0.375900821,7.371643464,,,
0.000307917,0.3488634332695385,0.003764309,,0.37735595,7.550567852,,,
0.000309167,0.3508814757604818,0.003764309,,0.378810149,7.372736237,,,
0.000310417,0.3522268374211106,0.003094442,,0.380263413,7.372935279,,,
0.000311667,0.3528995182514251,0.003764309,,0.381715738,7.549130723,,,
0.000312917,0.3545812203272112,0.003429376,,0.383167122,7.460426561,,,
0.000314167,0.355926582,0.003429376,,0.38461756,7.459612188,,,
0.000315417,0.3569356032333116,0.004434175,,0.38606705,7.545696144,,,
0.000316667,0.3589536457242549,0.004099242,,0.387515586,7.370526948,,,
0.000317917,0.3602990073848837,0.002759509,,0.388963167,7.369376351,,,
0.000319167,0.3609716882151982,0.003429376,,0.390409788,7.540307795,,,
0.000320417,0.3629897307061415,0.003429376,,0.391855445,7.36641919,,,
0.000321667,0.363662412,0.003094442,,0.393300136,7.535650732,,,
0.000322917,0.3650077731970848,0.003429376,,0.394743856,7.533007216,,,
0.000324167,0.3666894752728709,0.003764309,,0.396186603,7.445261193,,,
0.000325417,0.3680348369334997,0.003429376,,0.397628371,7.442510789,,,
0.000326667,0.3697165390092858,0.003764309,,0.399069159,7.355271464,,,
0.000327917,0.3707255602547574,0.003764309,,0.400508962,7.436388322,,,
0.000329167,0.3720709219153863,0.003094442,,0.401947777,7.433019033,,,
0.000330417,0.3730799431608579,0.003094442,,0.4033856,7.512825566,,,
0.000331667,0.3744253048214867,0.003764309,,0.404822427,7.508754555,,,
0.000332917,0.3754343260669584,0.003429376,,0.406258256,7.587274728,,,
0.000334167,0.376443347,0.004099242,,0.407693082,7.665014807,,,
0.000335417,0.3784613898033733,0.003094442,,0.409126903,7.495354834,,,
0.000336667,0.3791340706336878,0.003429376,,0.410559714,7.654341663,,,
0.000337917,0.3808157727094738,0.004434175,,0.411991512,7.567082867,,,
